id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm,latitude,longitude
462,Pibox,Pibox BV,"Industrieweg 1, 3001 Leuven, Belgium",Belgium,BEL,Flanders,https://www.pibox.com,NaN,5.0,30.0,120.0,wood,50000.0,1500.0,NaN,NaN
463,ELK Fertighaus,ELK Fertighaus GmbH,"Industriestraße 1, 3943 Schrems, Austria",Austria,AUT,Lower Austria,https://www.elk.at,https://www.elk.at/en/house-planner,30.0,70.0,220.0,Wood,130000.0,1800.0,NaN,NaN
464,Hartl Haus,Hartl Haus Holzindustrie GmbH,"Laussa 1, 3363 Hausmening, Austria",Austria,AUT,Lower Austria,https://www.hartlhaus.at,NaN,20.0,80.0,200.0,Wood,150000.0,1800.0,NaN,NaN
465,Haas Fertigbau,Haas Fertigbau Holzbauwerk GmbH & Co KG,"Industriestraße 8, 4731 Pram, Austria",Austria,AUT,Upper Austria,https://www.haas-fertigbau.at,NaN,25.0,80.0,300.0,Wood,150000.0,1600.0,NaN,NaN
466,Wolf System,Wolf Systembau Gesellschaft m.b.H.,"Industriestraße 1, 3300 Amstetten, Austria",Austria,AUT,Lower Austria,https://www.wolfsystem.at,NaN,5.0,60.0,200.0,wood,120000.0,1500.0,NaN,NaN
467,Griffnerhaus,Griffnerhaus GmbH,"Gewerbestraße 2, 9112 Griffen, Austria",Austria,AUT,Carinthia,https://www.griffner.com,NaN,10.0,70.0,200.0,Wood,150000.0,2500.0,NaN,NaN
468,Weissenseer,Weissenseer Holz-System-Bau GmbH,"Greifenburg 24, 9761 Greifenburg, Austria",Austria,AUT,Carinthia,https://www.weissenseer.com,NaN,NaN,NaN,NaN,Wood,NaN,NaN,NaN,NaN
469,WimbergerHaus,WimbergerHaus Ziegelwerk GmbH,"Linzer Straße 24, 4113 St. Martin im Mühlkreis, Austria",Austria,AUT,Upper Austria,https://www.wimbergerhaus.at,NaN,10.0,80.0,300.0,Wood,120000.0,1500.0,NaN,NaN
470,Genböck Haus,Genböck & Möseneder Holzbau GmbH,"Hofmark 20, 4682 Geboltskirchen, Austria",Austria,AUT,Upper Austria,https://www.genboeck.at,NaN,12.0,90.0,250.0,wood,180000.0,1500.0,NaN,NaN
471,Fertighaus Weiss,Fertighaus Weiss GmbH,"Industriestraße 2, 4563 Micheldorf in Oberösterreich, Austria",Austria,AUT,Upper Austria,https://www.fertighaus-weiss.de/,NaN,15.0,80.0,200.0,Wood,120000.0,1500.0,NaN,NaN
472,Kampa,Kampa GmbH,"Industriestraße 62, 3950 Gmünd, Austria",Austria,AUT,Lower Austria,https://www.kampa.at,NaN,15.0,120.0,300.0,Wood,200000.0,1800.0,NaN,NaN
473,Glorit,Glorit Bausysteme GmbH,"Stadlauer Straße 39, 1220 Wien, Austria",Austria,AUT,Vienna,https://www.glorit.at,NaN,10.0,110.0,220.0,Timber,250000.0,2300.0,NaN,NaN
474,Zenker Hausbau,Zenker Hausbau Ges.m.b.H.,"Zenkerstraße 1, 4591 Molln, Austria",Austria,AUT,Upper Austria,https://www.zenker-hausbau.at,NaN,20.0,80.0,200.0,Wood,120000.0,1500.0,NaN,NaN
475,Vario Haus,Vario Haus Fertigbau Ges.m.b.H.,"Industriestraße 1, 2601 Sollenau, Austria",Austria,AUT,Lower Austria,https://www.variohaus.at,NaN,23.0,74.0,230.0,Wood,120000.0,1600.0,NaN,NaN
476,Hanlo Haus,Hanlo Haus GmbH,"Industriestraße 14, 9330 Althofen, Austria",Austria,AUT,Carinthia,https://www.hanlo.at,NaN,15.0,80.0,200.0,Wood,95000.0,1500.0,NaN,NaN
477,Skanska,Skanska AB,"Warfvinges väg 25, 112 74 Stockholm, Sweden",Sweden,SWE,Stockholm,https://www.skanska.se,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
478,Peab,Peab AB,"Margretetorpsvägen 84, 269 73 Förslöv, Sweden",Sweden,SWE,Skåne,https://peab.se,NaN,0.0,nan,nan,NaN,nan,nan,NaN,NaN
479,OBOS Sverige,OBOS Sverige AB,"Gårdsvägen 6, 169 70 Solna, Sweden",Sweden,SWE,Stockholm,https://obos.se,NaN,15.0,60.0,200.0,wood,120000.0,2200.0,NaN,NaN
480,NCC,NCC AB,"Vallgatan 3, 170 67 Solna, Sweden",Sweden,SWE,Stockholm,https://www.ncc.group,NaN,NaN,NaN,NaN,concrete,NaN,NaN,NaN,NaN
481,Derome,Derome AB,"Industrivägen 2, 311 68 Veddige, Sweden",Sweden,SWE,Halland,https://www.derome.se/,NaN,5.0,70.0,150.0,wood,150000.0,2000.0,NaN,NaN
482,Lindbäcks,Lindbäcks Bygg AB,"Hammarvägen 19, 943 36 Öjebyn, Sweden",Sweden,SWE,Norrbotten,https://lindbacks.se,NaN,5.0,35.0,120.0,wood,120000.0,2500.0,NaN,NaN
483,Älvsbyhus,Älvsbyhus AB,"Storgatan 25, 942 31 Älvsbyn, Sweden",Sweden,SWE,Norrbotten,https://www.alvsbyhus.se,NaN,15.0,107.0,172.0,wood,95000.0,1100.0,NaN,NaN
484,Modulhus,Modulhus AB,"Industrigatan 10, 341 31 Ljungby, Sweden",Sweden,SWE,Kronoberg,https://modulhus.se,NaN,5.0,30.0,150.0,wood,60000.0,2000.0,NaN,NaN
485,Villa Vida,Villa Vida AB,"Skeppsbron 5-6, 111 30 Stockholm, Sweden",Sweden,SWE,Stockholm,https://www.villavida.se,NaN,5.0,45.0,150.0,wood,120000.0,2500.0,NaN,NaN
486,Fiskarhedenvillan,Fiskarhedenvillan AB,"Västanviksvägen 3, 780 50 Vansbro, Sweden",Sweden,SWE,Dalarna,https://www.fiskarhedenvillan.se,https://www.fiskarhedenvillan.se/husbyggaren,45.0,80.0,300.0,wood,124000.0,1950.0,NaN,NaN
487,Rörvikshus,Rörvikshus AB,"Storgatan 85, 570 01 Rörvik, Sweden",Sweden,SWE,Jönköping,https://www.rorvikshus.se,NaN,15.0,120.0,300.0,wood,250000.0,2000.0,NaN,NaN
488,VästkustVillan,VästkustVillan AB,"Bastebacken 4, 311 32 Falkenberg, Sweden",Sweden,SWE,Halland,https://www.vastkustvillan.se,NaN,10.0,90.0,210.0,wood,140000.0,1900.0,NaN,NaN
489,Götenehus,Götenehus Group AB,"Järnvägsgatan 23, 533 30 Götene, Sweden",Sweden,SWE,Västra Götaland,https://www.gotenehus.se,NaN,25.0,80.0,250.0,wood,142000.0,1890.0,NaN,NaN
490,Trivselhus,Trivselhus AB,"Näckrosvägen 2, 570 15 Jönköping, Sweden",Sweden,SWE,Jönköping,https://www.trivselhus.se,NaN,25.0,90.0,230.0,wood,180000.0,3200.0,NaN,NaN
491,Bjerg Arkitektur,BJERG Arkitektur A/S,"Nørresundby Torv 3, 9400 Nørresundby, Denmark",Denmark,DNK,NaN,https://www.bjerg.nu,NaN,NaN,NaN,NaN,wood,NaN,NaN,NaN,NaN
492,Scanwo,Scanwo A/S,"Søndergade 12, 8740 Brædstrup, Denmark",Denmark,DNK,Central Denmark,https://www.scanwo.dk,NaN,8.0,75.0,200.0,wood,120000.0,1600.0,NaN,NaN
493,Danhaus,Danhaus A/S,"Hedelandsvej 6, 7400 Herning, Denmark",Denmark,DNK,Central Denmark,https://www.danhaus.de,NaN,15.0,100.0,200.0,wood,200000.0,2000.0,NaN,NaN
494,EBK HUSE,EBK HUSE A/S,"Industrivej 10, 3550 Slangerup, Denmark",Denmark,DNK,Capital Region,https://www.ebk.dk,NaN,15.0,50.0,200.0,wood,80000.0,2000.0,NaN,NaN
495,Scandi Byg,Scandi Byg A/S,"Sofiendalsvej 97, 9200 Aalborg SV, Denmark",Denmark,DNK,North Denmark,https://www.scandibyg.dk,NaN,5.0,60.0,150.0,wood,120000.0,2000.0,NaN,NaN
496,Jakobsen Huse,Jakobsen Huse ApS,"Industrivej 19, 4000 Roskilde, Denmark",Denmark,DNK,Zealand,https://jakobsenhuse.dk,NaN,5.0,80.0,180.0,wood,150000.0,1800.0,NaN,NaN
497,HusCompagniet,HusCompagniet A/S,"Hørskætten 8, 2630 Taastrup, Denmark",Denmark,DNK,Capital Region,https://www.huscompagniet.dk,NaN,12.0,100.0,250.0,concrete,135000.0,1900.0,NaN,NaN
498,Lasse Larsen Huse,Lasse Larsen Huse A/S,"Aarhusvej 15, 8382 Hinnerup, Denmark",Denmark,DNK,Central Denmark,https://www.lasselarsenhuse.dk/,NaN,NaN,NaN,NaN,wood,NaN,NaN,NaN,NaN
499,M2plus,M2plus ApS,"Middelgrundsvej 6, 2300 Copenhagen S, Denmark",Denmark,DNK,Capital Region,https://m2plus.dk,NaN,5.0,50.0,150.0,wood,120000.0,2400.0,NaN,NaN
500,Honka,Honkarakenne Oyj,"Lahdentie 870, 04400 Järvenpää, Finland",Finland,FIN,Uusimaa,https://honka.com,NaN,23.0,38.0,400.0,wood,45000.0,2600.0,NaN,NaN
501,Kontio,Kontiotuote Oy,"Pudasjärventie 22, 93100 Pudasjärvi, Finland",Finland,FIN,North Ostrobothnia,https://www.kontio.com,NaN,35.0,25.0,400.0,wood,60000.0,1600.0,NaN,NaN
502,Finnlamelli,Finnlamelli Oy,"Kauppatie 26, 62200 Kauhava, Finland",Finland,FIN,South Ostrobothnia,https://www.finnlamelli.fi,NaN,15.0,60.0,250.0,wood,60000.0,1500.0,NaN,NaN
503,Kuusamo Log Houses,Kuusamo Hirsitalot Oy,"Kitkantie 51, 93600 Kuusamo, Finland",Finland,FIN,North Ostrobothnia,https://www.kuusamohirsitalot.fi,NaN,45.0,25.0,200.0,wood,30000.0,1500.0,NaN,NaN
504,Polar Life Haus,Oy Honkatalot - Polar Life Haus,"Vesajärventie 3, 34800 Virrat, Finland",Finland,FIN,Pirkanmaa,https://www.polarlifehaus.com,NaN,30.0,70.0,400.0,CLT,150000.0,2500.0,NaN,NaN
505,Hirsiset,Hirsiset Oy,"Kajaanintie 151, 92930 Ahmas, Finland",Finland,FIN,NaN,https://www.hirsiset.fi,NaN,10.0,50.0,250.0,timber,45000.0,1200.0,NaN,NaN
506,Lapponia House,Lapponia House Oy,"Lapinahonkuja 6, 95600 Ylitornio, Finland",Finland,FIN,NaN,https://lapponiahouse.fi,NaN,10.0,45.0,250.0,wood,85000.0,1500.0,NaN,NaN
507,Jetta-Talo,Jetta-Talo Oy,"Tehtaantie 1, Kempele, 90440, Finland",Finland,FIN,Northern Ostrobothnia,https://www.jetta-talo.fi,NaN,25.0,75.0,200.0,wood,120000.0,1500.0,NaN,NaN
508,Kastelli,Kastelli-talot Oy,"Kajaanintie 48, 90100 Oulu, Finland",Finland,FIN,North Ostrobothnia,https://www.kastelli.fi,NaN,50.0,50.0,300.0,wood,100000.0,2000.0,NaN,NaN
509,Älvsbytalo,Älvsbytalot Oy,"Juvan Teollisuuskatu 15, 02920 Espoo, Finland",Finland,FIN,Uusimaa,https://www.alvsbytalo.fi/,NaN,12.0,63.0,129.0,wood,100000.0,1500.0,NaN,NaN
510,Puustelli,Puustelli Group Oy,"Hirsimäentie 48, 21250 Masku, Finland",Finland,FIN,NaN,https://www.puustelli.fi,NaN,NaN,NaN,NaN,wood,NaN,NaN,NaN,NaN
511,Vieskan Elementti,Vieskan Elementti Oy,"Ollilanojantie 5, 84100 Ylivieska, Finland",Finland,FIN,NaN,https://www.vieskanelementti.fi,NaN,5.0,80.0,200.0,wood,120000.0,1500.0,NaN,NaN
512,K-Rauta,Kesko Oyj,"Työpajankatu 12, 00580 Helsinki, Finland",Finland,FIN,Uusimaa,https://www.k-rauta.fi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
513,Teri-Hus,Teri-Hus Oy,"Puutarhakatu 45, 20100 Turku, Finland",Finland,FIN,Varsinais-Suomi,https://www.terihus.fi,NaN,12.0,50.0,250.0,wood,100000.0,2000.0,NaN,NaN
514,Kimara,Kimara Oy,"Kimarakatu 1, 80100 Joensuu, Finland",Finland,FIN,North Karelia,https://www.kimara.fi,NaN,15.0,40.0,250.0,wood,70000.0,2200.0,NaN,NaN
515,Punkaharjun Puutaito,Punkaharjun Puutaito Oy,"Tuunaansaarentie 5, 58450 Punkaharju, Finland",Finland,FIN,NaN,https://www.punkaharjunpuutaito.fi/,NaN,5.0,50.0,150.0,wood,75000.0,1500.0,NaN,NaN
516,Honkatalot,Honkatalot Oy,"Kauppatie 26, 43500 Karstula, Finland",Finland,FIN,NaN,https://honkatalot.fi,NaN,15.0,30.0,300.0,wood,50000.0,2000.0,NaN,NaN
517,Budimex,Budimex S.A.,"ul. Siedmiogrodzka 9, 01-204 Warszawa, Poland",Poland,POL,Masovian,https://www.budimex.pl,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
518,Unibep,Unibep S.A.,"3 Gdańska Street, Bielsk Podlaski, 17-100, Poland",Poland,POL,Pomeranian,https://unibep.pl,NaN,10.0,50.0,200.0,wood,NaN,NaN,NaN,NaN
519,EcoReadyHouse,EcoReadyHouse Sp. z o.o.,"ul. Grunwaldzka 82, 81-771 Sopot, Poland",Poland,POL,NaN,https://www.ecoreadyhouse.com,NaN,8.0,60.0,180.0,wood,70000.0,1200.0,NaN,NaN
520,Danwood,Danwood S.A.,"Białostocka 3, Bielsk Podlaski, 17-100, Poland",Poland,POL,NaN,https://www.danwood.pl,NaN,130.0,85.0,300.0,wood,100000.0,1400.0,NaN,NaN
521,Module Home,Module Home Sp. z o.o.,"ul. Przykładowa 123, 00-000 Warszawa, Poland",Poland,POL,Masovian,https://modulehome.pl,NaN,5.0,35.0,150.0,wood,40000.0,1200.0,NaN,NaN
522,Ekoinbud,Ekoinbud Sp. z o.o.,"ul. Budowlanych 31, 80-298 Gdańsk, Poland",Poland,POL,Pomeranian,https://ekoinbud.pl,NaN,5.0,35.0,150.0,wood,50000.0,1200.0,NaN,NaN
523,Balex Metal,Balex Metal Sp. z o.o.,"ul. Wejherowska 12C, 84-239 Bolszewo, Poland",Poland,POL,NaN,https://www.balex.eu/,NaN,3,NaN,NaN,steel,NaN,NaN,NaN,NaN
524,Bodex,Bodex Sp. z o.o.,"ul. Węglowa 1, 81-341 Gdynia, Poland",Poland,POL,Pomeranian,https://www.bodex.pl,NaN,5.0,35.0,150.0,wood,30000.0,800.0,NaN,NaN
525,Lipińscy Domy,Lipińscy Domy Sp. z o.o.,"ul. Kobierzycka 23, 52-315 Wrocław, Poland",Poland,POL,Lower Silesian,https://lipinscy.pl,NaN,50.0,50.0,250.0,wood,30000.0,1200.0,NaN,NaN
526,Domy z Wizją,Domy z Wizją Sp. z o.o.,"ul. Wrocławska 16, 55-040 Bielany Wrocławskie, Poland",Poland,POL,Lower Silesian,https://www.domyzwizja.pl,NaN,15.0,75.0,250.0,wood,75000.0,1200.0,NaN,NaN
527,RD Rýmařov,RD Rýmařov s.r.o.,"8. května 1191/45, Rýmařov, 795 01, Czech Republic",Czech Republic,CZE,NaN,https://www.rdrymarov.cz,NaN,12.0,80.0,200.0,wood,95000.0,1200.0,NaN,NaN
528,ELK Fertighaus,ELK s.r.o.,"Nová Ves 275, 379 01 Třeboň, Czech Republic",Czech Republic,CZE,South Bohemian,https://www.elk.cz,NaN,20.0,70.0,220.0,wood,100000.0,1400.0,NaN,NaN
529,Canaba,Canaba a.s.,"Beranových 65, 199 00 Praha 9 - Letňany, Czech Republic",Czech Republic,CZE,Prague,https://www.canaba.cz,NaN,12.0,74.0,198.0,concrete,95000.0,1450.0,NaN,NaN
530,Haas Fertigbau,Haas Fertigbau Chanovice s.r.o.,"Chanovice 102, Chanovice, 341 01, Czech Republic",Czech Republic,CZE,NaN,https://www.haas-fertigbau.cz,NaN,12.0,80.0,220.0,wood,115000.0,1450.0,NaN,NaN
531,Ekonomické stavby,Ekonomické stavby s.r.o.,"Chotíkov 451, Chotíkov, 330 17, Czech Republic",Czech Republic,CZE,NaN,https://www.ekonomicke-stavby.cz,NaN,20.0,80.0,250.0,concrete,80000.0,1200.0,NaN,NaN
532,Dřevostavby Biskup,"Dřevostavby Biskup, s.r.o.","U Studánky 620, 407 77 Šluknov, Czech Republic",Czech Republic,CZE,Ústecký kraj,https://www.drevostavbybiskup.cz,NaN,5.0,80.0,150.0,wood,70000.0,875.0,NaN,NaN
533,Vesper Frames,Vesper Homes s.r.o.,"V Parku 2336/22, Prague, 148 00, Czech Republic",Czech Republic,CZE,Prague,https://www.vesperhomes.cz,NaN,5.0,60.0,250.0,CLT,80000.0,1200.0,NaN,NaN
534,Domesi,Domesi s.r.o.,"Křenova 438/7, 162 00 Praha 6, Czech Republic",Czech Republic,CZE,Prague,http://www.domesi.cz,NaN,6.0,50.0,200.0,wood,85000.0,1500.0,NaN,NaN
535,Easy Homes Solutions,Easy Homes Solutions s.r.o.,"Na Příkopě 858/20, 110 00 Prague 1, Czech Republic",Czech Republic,CZE,Prague,https://www.easyhomes.cz,NaN,7.0,65.0,150.0,wood,75000.0,1200.0,NaN,NaN
536,Atrium,Atrium s.r.o.,"Vojkov 73, Veselí nad Lužnicí, 391 81, Czech Republic",Czech Republic,CZE,South Bohemian,https://www.atrium.cz,NaN,20.0,60.0,200.0,wood,75000.0,1200.0,NaN,NaN
537,Hoffmann,Hoffmann spol. s r.o.,"Vrbenská 2290, České Budějovice, 370 01, Czech Republic",Czech Republic,CZE,South Bohemian,https://www.hoffmann.cz,NaN,5.0,60.0,150.0,wood,80000.0,1500.0,NaN,NaN
538,Wood System,Wood System s.r.o.,"Čechyně 116, Rousínov, 683 01, Czech Republic",Czech Republic,CZE,NaN,https://www.woodsystem.cz,NaN,18.0,60.0,200.0,wood,50000.0,1250.0,NaN,NaN
539,Thermo Plus,Thermo Plus s.r.o.,null,Czech Republic,CZE,null,http://www.thermoplus.cz,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN
540,Origis,Origis s.r.o.,"Na Pankráci 1724/129, 140 00 Praha 4, Czech Republic",Czech Republic,CZE,Prague,https://www.origis.cz,NaN,5.0,50.0,200.0,wood,50000.0,1200.0,NaN,NaN
541,WOLF System,WOLF Systembau Gesellschaft m.b.H.,"Na Záhonech 1177, 686 04 Kunovice, Czech Republic",Czech Republic,CZE,NaN,https://www.wolfsystem.cz,NaN,5.0,80.0,200.0,wood,120000.0,1500.0,NaN,NaN
542,KOMA Modular,KOMA MODULAR s.r.o.,"Říčanská 1198, 763 12 Vizovice, Czech Republic",Czech Republic,CZE,NaN,https://www.koma-modular.cz,NaN,10.0,18.0,150.0,steel,15000.0,1200.0,NaN,NaN
543,MS Haus,MS HAUS s.r.o.,"Na Pískách 1003, Dřevčice, 250 01 Brandýs nad Labem-Stará Boleslav, Czech Republic",Czech Republic,CZE,NaN,https://www.mshaus.cz,NaN,10.0,50.0,200.0,wood,50000.0,1200.0,NaN,NaN
544,Moravské dřevostavby,Moravské dřevostavby s.r.o.,"Rybářská 122/7, Brno, 603 00, Czech Republic",Czech Republic,CZE,South Moravian,https://www.moravskedrevostavby.cz,NaN,5.0,60.0,150.0,wood,95000.0,1600.0,NaN,NaN
545,PURLIVE,"PURLIVE, spol. s r.o.","Na Drahách 814, Slavkov u Brna, 684 01, Czech Republic",Czech Republic,CZE,South Moravian,https://www.purlive.cz,NaN,5.0,50.0,150.0,wood,60000.0,1200.0,NaN,NaN
546,Kofinas Prefabricated Houses,Kofinas O.E.,"Markopoulo Industrial Area, Markopoulo Mesogeas, 19003, Greece",Greece,GRC,NaN,https://www.kofinas.gr,NaN,10.0,50.0,300.0,wood,50000.0,1200.0,NaN,NaN
547,EcoKit,EcoKit Homes Ltd.,"123 Greenway Road, Prague, 110 00, Czech Republic",Czech Republic,CZE,Prague,https://www.ecokit.com,NaN,5.0,50.0,150.0,wood,80000.0,1500.0,NaN,NaN
548,Domical,Domical S.A.,"123 Prefab Street, Athens, 10434, Greece",Greece,GRC,NaN,https://www.domical.gr,NaN,5.0,50.0,200.0,steel,55000.0,1100.0,NaN,NaN
549,Kleemann Houses,Kleemann Hellas S.A.,"Kleemann Hellas S.A., Kilkis Industrial Area, Stavrochori, Kilkis, 61100, Greece",Greece,GRC,Central Macedonia,https://www.kleemann.gr,NaN,5.0,50.0,200.0,steel,75000.0,1500.0,NaN,NaN
550,ThermoHouse,Thermo House Limited,"Unit 11, Westpoint Business Park, Clieveragh, Listowel, County Kerry, V31 RW10, Ireland",Ireland,IRL,County Kerry,https://www.thermohouse.ie,NaN,5.0,60.0,250.0,concrete,80000.0,1500.0,NaN,NaN
551,Karavanas Prefab Homes,NaN,NaN,NaN,NaN,NaN,https://www.karavanas.gr,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
552,Clancy Homes,Clancy Construction Ltd,"Drumgoold, Enniscorthy, Co. Wexford, Y21 K4A0, Ireland",Ireland,IRL,Co. Wexford,https://clancyhomes.ie,NaN,4.0,50.0,150.0,timber,120000.0,2000.0,NaN,NaN
553,EcoMod,EcoMod Ltd.,"Unit C, M7 Business Park, Newhall, Naas, Co. Kildare, W91 X0XW, Ireland",Ireland,IRL,Co. Kildare,https://www.ecomod.ie,NaN,5.0,45.0,150.0,wood,75000.0,1500.0,NaN,NaN
554,Modern Homes Ireland,Modern Homes Ireland Ltd,"Unit 1, Graiguecullen, Carlow, R93 E2K7, Ireland",Ireland,IRL,County Carlow,https://www.modernhomesireland.com/,NaN,5.0,70.0,200.0,concrete,100000.0,1500.0,NaN,NaN
555,Kingspan Timber Solutions,Kingspan Timber Solutions Limited,"Dublin Road, Kingscourt, A82 XY31, Co. Cavan, Ireland",Ireland,IRL,Co. Cavan,https://www.kingspantimbersolutions.co.uk/,NaN,NaN,NaN,NaN,timber,NaN,NaN,NaN,NaN
556,Modular Homes Ireland,MHI - Modular Homes Ireland Limited,"Unit 1, Airside Business Park, Swords, Co. Dublin, Ireland",Ireland,IRL,Co. Dublin,https://modularhomes.ie,NaN,5.0,45.0,150.0,timber,75000.0,1500.0,NaN,NaN
557,Ballytherm,Ballytherm Limited,"Ballyconnell, Co. Cavan, Ireland",Ireland,IRL,Co. Cavan,https://www.ballytherm.ie,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
558,Timber Frame Ireland,NaN,NaN,NaN,NaN,NaN,https://www.timberframeireland.ie,NaN,NaN,NaN,NaN,timber,NaN,NaN,NaN,NaN
559,Eco Timber Frame,Eco Timber Frame Ltd.,"Unit 2, Ballymount Industrial Estate, Walkinstown, Dublin 12, Ireland",Ireland,IRL,Dublin,https://www.ecotimberframe.ie,NaN,5.0,80.0,250.0,timber,150000.0,1800.0,NaN,NaN
560,Clodagh Construction,Clodagh Construction Ltd.,"123 Main Street, Dublin, D01 ABC2, Ireland",Ireland,IRL,NaN,https://www.clodaghconstruction.ie,NaN,5.0,50.0,150.0,wood,75000.0,1500.0,NaN,NaN
561,Cygnum Timber Frame,Cygnum Timber Frame Ltd.,"Coolcour, Macroom, Co. Cork, P12 FX99, Ireland",Ireland,IRL,Co. Cork,https://www.cygnum.ie,NaN,5.0,80.0,250.0,timber,120000.0,1500.0,NaN,NaN
562,Century Homes,Century Homes Ltd,"Century House, Dublin Road, Monaghan, H18 XN39, Ireland",Ireland,IRL,Monaghan,https://centuryhomes.ie/,NaN,5.0,80.0,250.0,timber,75000.0,1200.0,NaN,NaN
563,Ecokit,Ecokit Concept SRL,"Strada Mihai Eminescu 15, Cluj-Napoca, 400000, Romania",Romania,ROU,Cluj,https://www.ecokit.ro,NaN,8.0,40.0,150.0,wood,30000.0,600.0,NaN,NaN
564,Doralnic,Doralnic SRL,"Strada Fabricii 1, Satu Mare, 440014, Romania",Romania,ROU,NaN,https://doralnic.ro,NaN,5.0,45.0,120.0,wood,30000.0,700.0,NaN,NaN
565,Karmod Romania,NaN,NaN,NaN,NaN,NaN,https://karmod.ro,NaN,NaN,nan,nan,steel,nan,nan,NaN,NaN
566,Case Calduroase,Case Calduroase SRL,"Strada Exemplu 123, Bucuresti, 010101, Romania",Romania,ROU,Maramureș,https://www.casecalduroase.ro,NaN,5.0,50.0,200.0,wood,45000.0,900.0,NaN,NaN
567,Case MEXI,Case MEXI SRL,"Strada Fabricii 4, Baia Mare, 430271, Romania",Romania,ROU,NaN,https://www.casemexi.ro,NaN,5.0,50.0,200.0,steel,30000.0,750.0,NaN,NaN
568,WOLF Haus,WOLF Haus Kft.,"Váci út 76, Budapest, 1133, Hungary",Hungary,HUN,Budapest,https://www.wolfhaus.hu,NaN,5.0,75.0,250.0,wood,80000.0,1200.0,NaN,NaN
569,Thermo-Block,Thermo-Block Kft.,"Pók utca 1-3, Budapest, 1036, Hungary",Hungary,HUN,Budapest,https://thermo-block.hu,NaN,5.0,50.0,200.0,concrete,50000.0,1000.0,NaN,NaN
570,Könnyűház,Könnyűház Kft.,"Example Street 56, Budapest, 1234, Hungary",Hungary,HUN,Budapest,https://www.konnyuhaz.hu,NaN,NaN,NaN,NaN,wood,NaN,NaN,NaN,NaN
571,ECO Modul,ECO Modul Kft.,"Budapest, Hungary",Hungary,HUN,Budapest,https://www.ecomodul.hu,NaN,5.0,45.0,120.0,wood,50000.0,1200.0,NaN,NaN
572,Kerámiaház,Kerámiaház Kft.,NaN,Hungary,HUN,NaN,https://www.keramiahaz.hu,NaN,NaN,NaN,NaN,composite,NaN,NaN,NaN,NaN
573,Haas Fertigbau,Haas Fertigbau Kft.,"Bajcsy-Zsilinszky út 108, 6500 Baja, Hungary",Hungary,HUN,NaN,https://www.haas-fertigbau.hu,NaN,15.0,70.0,220.0,wood,85000.0,1600.0,NaN,NaN
574,Ecocapsule,Ecocapsule s.r.o.,"Vajnorská 98, 831 04 Bratislava, Slovakia",Slovakia,SVK,Bratislava,https://www.ecocapsule.sk,NaN,1.0,8.2,8.2,composite,79900.0,9743.9,NaN,NaN
575,ForDom,ForDom s.r.o.,"Kukučínova 11, Zvolen, 960 01, Slovakia",Slovakia,SVK,Banská Bystrica,https://www.fordom.sk,NaN,5.0,60.0,250.0,wood,50000.0,1200.0,NaN,NaN
576,Hoffmann,"Hoffmann, s.r.o.","Hlavná 123, 821 01 Bratislava, Slovakia",Slovakia,SVK,Bratislava,https://www.hoffmann.sk,NaN,5.0,60.0,150.0,wood,80000.0,1500.0,NaN,NaN
577,M-House,M-House s.r.o.,"Na Pántoch 18, Bratislava, 831 06, Slovakia",Slovakia,SVK,Bratislava,https://www.mhouse.sk,NaN,5.0,50.0,150.0,wood,50000.0,1200.0,NaN,NaN
578,Domesi,Domesi s.r.o.,"Hviezdoslavovo námestie 7, 811 02 Bratislava, Slovakia",Slovakia,SVK,Bratislava,https://www.domesi.sk,NaN,5.0,60.0,150.0,wood,120000.0,2000.0,NaN,NaN
579,Prodom,Prodom spol. s r.o.,"Rybničná 40, Bratislava, 831 06, Slovakia",Slovakia,SVK,Bratislava,https://www.prodom.sk,NaN,100.0,60.0,250.0,wood,50000.0,1200.0,NaN,NaN
580,Drevodom Rajec,"DREVODOM RAJEC, s.r.o.","Rajecká cesta 1335, Rajec, 01501, Slovakia",Slovakia,SVK,NaN,https://www.drevodom.sk,NaN,12.0,45.0,160.0,wood,32000.0,680.0,NaN,NaN
581,Karmod Bulgaria,Karmod Bulgaria Ltd.,"Bulevard Vitosha 90, Sofia 1463, Bulgaria",Bulgaria,BGR,Sofia,https://www.karmod.bg,NaN,10.0,30.0,150.0,steel,15000.0,500.0,NaN,NaN
582,Balkanstroy,Balkanstroy AD,"1 Gotse Delchev Blvd, Sofia, 1404, Bulgaria",Bulgaria,BGR,Sofia,https://www.balkanstroy.com,NaN,5.0,50.0,200.0,concrete,50000.0,1000.0,NaN,NaN
583,EcoHouse,EcoHouse Ltd.,"123 Green Street, Sofia, 1000, Bulgaria",Bulgaria,BGR,Sofia,https://www.ecohouse.bg,NaN,5.0,50.0,200.0,wood,30000.0,600.0,NaN,NaN
