id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm,latitude,longitude
206,"Hubei Xinhongye Steel Structure Co., Ltd.","Hubei Xinhongye Steel Structure Co., Ltd.","No. 88, Jiefang Avenue, Wuhan, Hubei, China",China,CHN,Hubei,,,,,,steel,,,31.70308,112.75403
207,"Wuhan Wanbang Modular Building Co., Ltd.","Wuhan Wanbang Modular Building Co., Ltd.",,China,CHN,,,,,,,,,,,
208,Jinggong Steel Building,"Hubei Jinggong Steel Building Co., Ltd.","No. 168, Fuxing Road, Wuhan Economic and Technological Development Zone, Wuhan, Hubei, China",China,CHN,Hubei,https://www.jgsteel.cn/,,12.0,60.0,250.0,steel,120000.0,5000.0,30.49379,114.16431
209,Zhongsheng Steel Structure,"Hubei Zhongsheng Steel Structure Co., Ltd.","No. 88, Changjiang Road, Ezhou, Hubei, China",China,CHN,Hubei,,,5.0,60.0,200.0,steel,150000.0,3000.0,30.25,114.63333
210,"Hubei Sanhe Precast Structures Co., Ltd.","Hubei Sanhe Precast Structures Co., Ltd.",,China,CHN,,,,,,,,,,,
211,"Hubei Yajia Housing Co., Ltd.","Hubei Yajia Housing Co., Ltd.",,China,CHN,,,,,,,,,,,
212,Huahai Steel Structure,"Wuhan Huahai Steel Structure Co., Ltd.","No. 8, Tuanjie Avenue, Dongxihu District, Wuhan, Hubei, 430040, China",China,CHN,Hubei,,,,,,steel,,,30.68606,114.17465
213,"Hubei Hongyuan Prefabricated Construction Co., Ltd.","Hubei Hongyuan Prefabricated Construction Co., Ltd.",,China,CHN,,,,,,,,,,,
214,"Hubei Yizhong Steel Structure Engineering Co., Ltd.","Hubei Yizhong Steel Structure Engineering Co., Ltd.",,China,CHN,,,,,,,steel,,,,
215,"Hubei Lida Precast Building Co., Ltd.","Hubei Lida Precast Building Co., Ltd.",,China,CHN,,,,,,,,,,,
216,Zhongnan Construction Group,"Hunan Zhongnan Construction Group Co., Ltd.","No. 239, Lushan Road, Yuhua District, Changsha, Hunan, China",China,CHN,Hunan,http://www.znkg.com,,12.0,80.0,300.0,concrete,150000.0,5000.0,28.1301,113.03791
217,Goldsky Modular Housing,"Hunan Goldsky Modular Housing Co., Ltd.","No. 123, Industry Road, Changsha, Hunan, 410000, China",China,CHN,Hunan,,,15.0,45.0,150.0,steel,150000.0,3500.0,30.99997,108.30463
218,"Hunan Oriental Scandia Modular Building Co., Ltd.","Hunan Oriental Scandia Modular Building Co., Ltd.",,China,CHN,,,,,,,,,,,
219,"Hunan Xiangxin Steel Structure Co., Ltd.","Hunan Xiangxin Steel Structure Co., Ltd.",,China,CHN,,,,,,,steel,,,,
220,Sunward Intelligent,"Hunan Sunward Intelligent Machinery Co., Ltd.","No. 18, Sunward Avenue, Xingsha Economic and Technological Development Zone, Changsha, Hunan, 410100, China",China,CHN,Hunan,,,,,,steel,,,28.19874,112.97087
221,Broad Homes,"Hunan Broad Homes Industrial International Co., Ltd.","No. 1688, South Lushan Road, Changsha, Hunan, 410205, China",China,CHN,Hunan,http://www.bhome.com.cn,,15.0,50.0,500.0,concrete,300000.0,6000.0,28.19874,112.97087
222,"Hunan Haili Modular House Co., Ltd.","Hunan Haili Modular House Co., Ltd.",,China,CHN,,,,,,,,,,,
223,"Hunan Sino-Crystal Micro-diamond Co., Ltd.","Hunan Sino-Crystal Micro-diamond Co., Ltd.",,China,CHN,,,,,,,,,,,
224,"Hunan Yujing Construction Co., Ltd.","Hunan Yujing Construction Co., Ltd.",,China,CHN,,,,,,,,,,,
225,Yongan Steel Structure,"Hunan Yongan Steel Structure Co., Ltd.","No. 568, Jinzhou Avenue, Ningxiang City, Hunan Province, China",China,CHN,Hunan,,,8.0,50.0,200.0,steel,150000.0,3000.0,28.25831,112.56048
226,Beidouxing Housing,"Hunan Beidouxing Housing Technology Co., Ltd.","No. 58, Yuelu Avenue, Yuelu District, Changsha, Hunan, 410013, China",China,CHN,Hunan,,,20.0,60.0,300.0,steel,150000.0,5000.0,28.19628,112.93703
227,"Hunan Guangxin Housing Technology Co., Ltd.",,,China,CHN,,,,,,,,,,,
228,Hunan Tianyuan Construction Group,"Hunan Tianyuan Construction Group Co., Ltd.","No. 8, Changsha Avenue, Yuhua District, Changsha, Hunan, China",China,CHN,Hunan,,,,,,,,,28.1301,113.03791
229,Jiatai Housing,"Hunan Jiatai Housing Technology Co., Ltd.","No. 188, Shuangyang Road, Yuhua District, Changsha, Hunan, China",China,CHN,Hunan,,,,,,steel,,,28.1301,113.03791
230,Jindalai Housing,"Hunan Jindalai Housing Technology Co., Ltd.","No. 8, Jindalai Road, Economic and Technological Development Zone, Changsha, Hunan, 410100, China",China,CHN,Hunan,,,15.0,60.0,300.0,steel,150000.0,5000.0,28.19874,112.97087
231,"Guangdong Modular Homes Co., Ltd.","Guangdong Modular Homes Co., Ltd.",,China,CHN,,,,,,,,,,,
232,Guangzhou Prefab Housing Co.,,,China,CHN,,,,,,,,,,,
233,Shenzhen Eco Prefab Solutions,,,China,CHN,,,,,,,,,,,
234,Foshan Modular Construction,"Foshan Modular Construction Co., Ltd.","1234 Industrial Park, Foshan, Guangdong, 528000, China",China,CHN,Guangdong,,,8.0,45.0,150.0,steel,120000.0,5000.0,23.02677,113.13148
235,Dongguan Prefabricated Homes,,,China,CHN,,,,,,,,,,,
236,Zhuhai Panelized Homes Inc.,,,China,CHN,,,,,,,,,,,
237,Jiangmen Modular Living,"Jiangmen Modular Living Co., Ltd.","Building 5, No. 123, Xincheng Road, Jiangmen, Guangdong, 529000, China",China,CHN,Guangdong,,,8.0,45.0,200.0,steel,150000.0,5000.0,22.38421,112.79629
238,Foshan Green Building,"Foshan Green Building Co., Ltd.","No. 5, Xinyuan Road, Shunde District, Foshan City, Guangdong, 528300, China",China,CHN,Guangdong,,,8.0,45.0,200.0,steel,150000.0,5000.0,22.83056,113.21556
239,Huizhou Prefab Innovations,"Huizhou Prefab Innovations Co., Ltd.","No. 88, Prefab Road, Huicheng District, Huizhou, Guangdong, 516001, China",China,CHN,Guangdong,,,15.0,40.0,200.0,steel,150000.0,5000.0,23.10236,114.39266
240,Zhongshan Tiny Home Builders,,,China,CHN,,,,,,,,,,,
241,Shantou System-Built Homes,,,China,CHN,,,,,,,,,,,
242,Qingyuan Kit Homes Ltd.,,,China,CHN,,,,,,,,,,,
243,Zhaoqing ADU Solutions,,,China,CHN,,,,,,,,,,,
244,Heyuan Off-Site Construction,,,China,CHN,,,,,,,,,,,
245,Meizhou Pre-engineered Homes,,,China,CHN,,,,,,,,,,,
246,Chaozhou Factory-Built Homes,,,China,CHN,,,,,,,,,,,
247,Jieyang Custom Prefab Builders,,,China,CHN,,,,,,,,,,,
248,Yangjiang Luxury Prefabs,"Yangjiang Luxury Prefabricated Construction Co., Ltd.","No. 123, Prefab Street, Yangjiang, Guangdong, 529500, China",China,CHN,Guangdong,,,8.0,45.0,200.0,steel,150000.0,4000.0,21.85563,111.96272
249,Maoming Sustainable Prefab Co.,,,China,CHN,,,,,,,,,,,
250,Shanwei Modern Modular Homes,"Shanwei Modern Modular Homes Co., Ltd.","No. 123, Coastal Road, Shanwei City, Guangdong Province, China",China,CHN,Guangdong,,,12.0,45.0,200.0,steel,150000.0,5000.0,22.78199,115.3475
251,"Guangxi Modern Construction Co., Ltd.","Guangxi Modern Construction Co., Ltd.",,China,CHN,,,,,,,,,,,
252,"Nanning Prefab Housing Co., Ltd.",,,China,CHN,,,,,,,,,,,
253,Liuzhou Modular Homes Ltd.,,,China,CHN,,,,,,,,,,,
254,Guilin Prefabricated Building Solutions,,,China,CHN,,,,,,,,,,,
255,"Beihai Prefab Structures Co., Ltd.","Beihai Prefab Structures Co., Ltd.",,China,CHN,,,,,,,,,,,
256,Yulin Factory-Built Homes Co.,,,China,CHN,,,,,,,,,,,
257,Guangxi Kit Homes Manufacturing,,,China,CHN,,,,,,,,,,,
258,Wuzhou Panelized Homes Ltd.,,,China,CHN,,,,,,,,,,,
259,Guigang Prefab Construction Co.,,,China,CHN,,,,,,,,,,,
260,Qinzhou Modular Construction Group,,,China,CHN,,,,,,,,,,,
261,Baise Prefabricated Solutions Ltd.,,,China,CHN,,,,,,,,,,,
262,Hezhou Prefab Home Builders,,,China,CHN,,,,,,,,,,,
263,"Guangxi Modular Building Co., Ltd.",,,China,CHN,,,,,,,,,,,
264,"Chongzuo Prefab Housing Co., Ltd.",,,China,CHN,,,,,,,,,,,
265,Fangchenggang Factory-Built Homes Ltd.,Fangchenggang Factory-Built Homes Ltd.,,China,CHN,,,,,,,,,,,
266,Jinke Building Materials,"Sichuan Jinke Building Materials Co., Ltd.","No. 123, Jinke Road, Chengdu, Sichuan, 610000, China",China,CHN,Sichuan,,,12.0,45.0,250.0,steel,150000.0,5000.0,30.66667,104.06667
267,Sunfor Light,"Sichuan Sunfor Light Co., Ltd.","No. 7-1, Section 1, Tianfu Avenue, Chengdu, Sichuan, China",China,CHN,Sichuan,,,5.0,50.0,200.0,steel,150000.0,3000.0,30.68574,103.79459
268,Onekin Green,"Chengdu Onekin Green Building Materials Co., Ltd.","No. 120, 2nd Section, North Jianshe Road, Chengdu, Sichuan, 610015, China",China,CHN,Sichuan,,,5.0,50.0,200.0,concrete,150000.0,3500.0,35.1221,105.48032
269,"Sichuan Neijiang Huaxin Art Building Materials Co., Ltd.","Sichuan Neijiang Huaxin Art Building Materials Co., Ltd.",,China,CHN,,,,,,,,,,,
270,Senpu Pipe,"Sichuan Senpu Pipe Co., Ltd.","No. 23, West Section of Second Ring Road, Chengdu, Sichuan, 610000, China",China,CHN,Sichuan,http://www.senpu.com,,,,,,,,30.66667,104.06667
271,Xinguangzheng Steel Structure,"Chengdu Xinguangzheng Steel Structure Co., Ltd.","No. 566, West 1st Section, 2nd Ring Road, Chenghua District, Chengdu, Sichuan, China",China,CHN,Sichuan,http://www.xgzt.com,,,,,steel,,,30.66489,104.1192
272,"Sichuan Zhiqiang Steel Structure Co., Ltd.","Sichuan Zhiqiang Steel Structure Co., Ltd.",,China,CHN,,,,,,,,,,,
273,Kexin Building,"Sichuan Kexin New Building Materials Co., Ltd.","No. 88, Xihe Avenue, Jianyang City, Sichuan Province, 641400, China",China,CHN,Sichuan,,,8.0,50.0,200.0,steel,150000.0,3000.0,30.39673,104.49116
274,"Sichuan Hongtai Building Materials Co., Ltd.","Sichuan Hongtai Building Materials Co., Ltd.",,China,CHN,,,,,,,,,,,
275,Everbright Modular,"Chengdu Everbright Modular Building Co., Ltd.","No. 115, Section 4, South Renmin Road, Wuhou District, Chengdu, Sichuan, 610041, China",China,CHN,Sichuan,,,12.0,45.0,200.0,steel,150000.0,8000.0,30.61096,104.00316
276,"Sichuan Dongqiang Steel Structure Engineering Co., Ltd.","Sichuan Dongqiang Steel Structure Engineering Co., Ltd.",,China,CHN,,,,,,,steel,,,,
277,Sichuan Changhong Building Materials,"Sichuan Changhong Building Materials Co., Ltd.","No. 35, Changhong Avenue, Mianyang, Sichuan, 621000, China",China,CHN,Sichuan,,,8.0,45.0,210.0,steel,120000.0,5000.0,30.6245,105.49
278,"Sichuan Yufan Building Materials Co., Ltd.",,,China,CHN,,,,,,,,,,,
279,"Sichuan Tianyi Building Materials Co., Ltd.","Sichuan Tianyi Building Materials Co., Ltd.",,China,CHN,,,,,,,,,,,
280,"Chengdu Hongming Modular House Co., Ltd.","Chengdu Hongming Modular House Co., Ltd.",,China,CHN,,,,,,,,,,,
281,"Guizhou Jianhua Construction Group Co., Ltd.","Guizhou Jianhua Construction Group Co., Ltd.",,China,CHN,,,,,,,,,,,
282,"Guizhou Tonghe Prefabricated Building Co., Ltd.",,,China,CHN,,,,,,,,,,,
283,"Guizhou Zhonghui Prefabricated Building Co., Ltd.","Guizhou Zhonghui Prefabricated Building Co., Ltd.",,China,CHN,,,,,,,,,,,
284,"Guizhou Jinyuan Construction Group Prefabricated Building Co., Ltd.","Guizhou Jinyuan Construction Group Prefabricated Building Co., Ltd.",,China,CHN,,,,,,,,,,,
285,"Guizhou Yutai Prefabricated Building Co., Ltd.",,,China,CHN,,,,,,,,,,,
286,"Guizhou Hongxin Prefabricated Building Co., Ltd.","Guizhou Hongxin Prefabricated Building Co., Ltd.",,China,CHN,,,,,,,,,,,
287,"Guizhou Hengfeng Prefabricated Building Co., Ltd.","Guizhou Hengfeng Prefabricated Building Co., Ltd.",,China,CHN,,,,,,,,,,,
288,"Guizhou Xinyue Prefabricated Building Co., Ltd.","Guizhou Xinyue Prefabricated Building Co., Ltd.",,China,CHN,,,,,,,,,,,
289,"Guizhou Shunfa Prefabricated Building Co., Ltd.","Guizhou Shunfa Prefabricated Building Co., Ltd.",,China,CHN,,,,,,,,,,,
290,"Guizhou Guangtai Prefabricated Construction Co., Ltd.","Guizhou Guangtai Prefabricated Construction Co., Ltd.",,China,CHN,,,,,,,,,,,
291,"Guizhou Huaxin Prefabricated Building Co., Ltd.","Guizhou Huaxin Prefabricated Building Co., Ltd.",,China,CHN,,,,,,,,,,,
292,"Guizhou Tianyuan Prefabricated Building Co., Ltd.",,,China,CHN,,,,,,,,,,,
293,"Guizhou Shengda Prefabricated Building Co., Ltd.","Guizhou Shengda Prefabricated Building Co., Ltd.",,China,CHN,,,,,,,,,,,
294,"Guizhou Mingyang Prefabricated Building Co., Ltd.","Guizhou Mingyang Prefabricated Building Co., Ltd.",,China,CHN,,,,,,,,,,,
295,"Guizhou Jiuding Prefabricated Building Co., Ltd.","Guizhou Jiuding Prefabricated Building Co., Ltd.",,China,CHN,,,,,,,,,,,
296,"Yunnan Modular Homes Co., Ltd.",,,China,CHN,,,,,,,,,,,
297,Kunming Prefab Construction Group,,,China,CHN,,,,,,,,,,,
298,Dali Prefab Homes,"Dali Prefabricated Building Co., Ltd.","123 Prefab Street, Dali City, Yunnan, 671000, China",China,CHN,Yunnan,,,5.0,45.0,150.0,steel,150000.0,3000.0,25.58474,100.21229
299,Yuxi Panelized Homes Ltd.,,,China,CHN,,,,,,,,,,,
300,Lijiang Factory-Built Homes,,,China,CHN,,,,,,,,,,,
301,Yunnan Kit Homes Manufacturing,,,China,CHN,,,,,,,,,,,
302,Baoshan Prefab Industries,,,China,CHN,,,,,,,,,,,
303,Yunnan Modular Building Solutions,,,China,CHN,,,,,,,,,,,
304,Pu'er Prefabricated Housing,,,China,CHN,,,,,,,,,,,
305,Yunnan Green Prefab Homes,,,China,CHN,,,,,,,,,,,
306,Yunnan Prefab Structures Co.,,,China,CHN,,,,,,,,,,,
307,Yunnan Modern Modular Homes,,,China,CHN,,,,,,,,,,,
308,Chuxiong Prefab Homes,"Chuxiong Prefabricated Construction Co., Ltd.","No. 123, Industrial Zone, Chuxiong City, Yunnan Province, 675000, China",China,CHN,Yunnan,,,12.0,45.0,180.0,steel,150000.0,3500.0,25.43204,101.70479
309,Yunnan Innovative Housing Solutions,,,China,CHN,,,,,,,,,,,
310,Yunnan Eco-Friendly Modular Homes,,,China,CHN,,,,,,,,,,,
311,Shaanxi Modern Prefab,"Shaanxi Modern Prefab Co., Ltd.","No. 123, Innovation Road, Xi'an, Shaanxi, 710000, China",China,CHN,Shaanxi,,,12.0,45.0,180.0,steel,120000.0,5500.0,36.0,109.0
312,Xi'an Green Modular Homes,,,China,CHN,,,,,,,,,,,
313,Shaanxi Prefabricated Building Group,,,China,CHN,,,,,,,,,,,
314,Baoji Prefab Housing Solutions,,,China,CHN,,,,,,,,,,,
315,Xianyang Modular Homes,Xianyang Modular Construction Ltd.,"No. 123, Chang'an Road, Xianyang, Shaanxi, 712000, China",China,CHN,Shaanxi,,,12.0,60.0,250.0,steel,200000.0,3500.0,34.33778,108.70261
316,Weinan Panelized Homes Inc.,,,China,CHN,,,,,,,,,,,
317,Shangluo Kit Homes Manufacturing,,,China,CHN,,,,,,,,,,,
318,Yulin Factory-Built Homes Co.,,,China,CHN,,,,,,,,,,,
319,Hanzhong Prefab Structures,,,China,CHN,,,,,,,,,,,
320,Ankang Modular Systems,,,China,CHN,,,,,,,,,,,
321,Tongchuan Manufactured Homes,,,China,CHN,,,,,,,,,,,
322,Yan'an Prefab Housing Solutions,,,China,CHN,,,,,,,,,,,
323,Shenmu Modular Builders,,,China,CHN,,,,,,,,,,,
324,Lintong Prefab and Modular Co.,,,China,CHN,,,,,,,,,,,
325,Shaanxi Eco-Friendly Prefabs,,,China,CHN,,,,,,,,,,,
1,Домокомплект,,,Russia,RUS,,,,,,,,,,,
2,Фабрика Домов,,,Russia,RUS,,,,,,,,,,,
3,Завод Модульных Домов,,"ул. Промышленная, 12, Москва, Россия, 123456",Russia,RUS,,,,5.0,30.0,150.0,wood/timber,1500000.0,50000.0,55.634372661878,37.627608207658
4,ЭкоДом,,,Russia,RUS,,,,,,,,,,,
5,Модульные Технологии,ООО Модульные Технологии,"улица Примерная, дом 123, Москва, Московская область, 123456, Russia",Russia,RUS,,,,5.0,30.0,150.0,wood/timber,1500000.0,50000.0,56.017851764823,37.681751389765
6,ПанельДом,ООО ПанельДом,"ул. Ленина, д. 10, Москва, Московская область, 123456, Россия",Russia,RUS,,https://paneldom.ru,,5.0,45.0,150.0,wood/timber,1500000.0,30000.0,55.730299984911,38.035080040821
7,СтройДом,,,Russia,RUS,,,,,,,,,,,
8,Домстрой,,,Russia,RUS,,,,,,,,,,,
9,МосДом,,,Russia,RUS,,,,,,,,,,,
10,СборДом,"ООО ""СборДом""","ул. Новая Басманная, д. 5, Москва, Московская область, 107078, Россия",Russia,RUS,,,,8.0,50.0,200.0,wood/timber,2500000.0,40000.0,55.76971647508,37.654671517009
11,Технология Дома,,,Russia,RUS,,,,,,,,,,,
12,МодДом,,,Russia,RUS,,,,,,,,,,,
13,ДомКомплект,"ООО ""ДомКомплект""","ул. Ленина, 10, Москва, Московская область, 101000, Россия",Russia,RUS,,,,8.0,45.0,150.0,wood/timber,2500000.0,50000.0,55.756760018764,37.85746700962
14,КитДом,,,Russia,RUS,,,,,,,,,,,
15,ФабДом,"ООО ""Фабрика Домов""","ул. Ленина, д. 12, Москва, Московская область, 101000, Россия",Russia,RUS,,,,15.0,40.0,150.0,wood/timber,1500000.0,40000.0,55.757250695376,37.857987777264
16,SK Stroy,"ООО ""СК Строй""","ул. Московский проспект, д. 137, Санкт-Петербург, Ленинградская область, 196084, Россия",Russia,RUS,,,,5.0,45.0,150.0,wood/timber,2500000.0,50000.0,59.880556887891,30.316721429265
17,Teplodom,"ООО ""Теплодом""","ул. Профессора Попова, д. 23, Санкт-Петербург, Ленинградская область, 197376, Россия",Russia,RUS,,https://teplodom.ru,,8.0,50.0,200.0,wood/timber,2000000.0,40000.0,59.971198285916,30.313603780378
18,Dixion,,,Russia,RUS,,,,,,,,,,,
19,Nordhaus,ООО Нордхаус,"ул. Ленсовета, д. 50, Санкт-Петербург, Ленинградская область, 196143, Россия",Russia,RUS,,https://nordhaus.ru,,5.0,60.0,200.0,wood/timber,3500000.0,50000.0,59.842090559245,30.332232046894
20,Arkhiline,"ООО ""Архилин""","ул. Мебельная, 1, Санкт-Петербург, Ленинградская область, 197374, Россия",Russia,RUS,,,,12.0,50.0,250.0,wood/timber,1500000.0,50000.0,59.991110209371,30.251629999956
21,ArtStroy,ArtStroy LLC,"ul. Kamennoostrovskiy Prospekt, 22, Saint Petersburg, Leningrad Oblast, 197101, Russia",Russia,RUS,Saint Petersburg,,,5.0,45.0,200.0,wood/timber,1500000.0,30000.0,59.960750110449,30.315676768967
22,SIP House,SIP House LLC,"123 Nevsky Prospekt, Saint Petersburg, Leningrad Oblast, 190000, Russia",Russia,RUS,Saint Petersburg,,,12.0,50.0,200.0,composite,1500000.0,30000.0,59.927478603694,30.374207656095
23,House from Factory,ООО Дом с Завода,"ул. Профессора Попова, 23, Санкт-Петербург, Ленинградская область, 197376, Россия",Russia,RUS,,,,8.0,50.0,150.0,wood/timber,2500000.0,50000.0,59.971198285916,30.313603780378
24,Stroy Invest,"ООО ""Строй Инвест""","ул. Большая Посадская, д. 12, Санкт-Петербург, Ленинградская область, 197046, Россия",Russia,RUS,,https://stroyinvest-spb.ru,,5.0,50.0,200.0,wood/timber,2000000.0,40000.0,59.959203279558,30.324147292564
25,Ecopan,Ecopan LLC,"123 Nevsky Prospekt, Saint Petersburg, 190000, Russia",Russia,RUS,Saint Petersburg,https://ecopan.su,,15.0,60.0,240.0,wood/timber,3000000.0,50000.0,59.927478603694,30.374207656095
26,Karkasdom,ООО Каркасдом,"ул. Большая Морская, 10, Санкт-Петербург, Ленинградская область, 190000, Россия",Russia,RUS,,https://www.karkasdom.com,,12.0,50.0,200.0,wood/timber,2500000.0,35000.0,60.054063618585,30.75602160216
27,Domokomplekt,,"null, Saint Petersburg, null, Russia",Russia,RUS,Saint Petersburg,,,,,,,,,59.9384841,30.312485
28,Zodchiy,ООО Зодчий,"ул. Новоселов, д. 3, Санкт-Петербург, Ленинградская область, 192241, Россия",Russia,RUS,,,,15.0,30.0,200.0,wood/timber,1500000.0,35000.0,59.443792006673,29.465578975838
29,Karkasny Dom,,,Russia,RUS,,,,,,,,,,,
30,DomStroy,,,Russia,RUS,,,,,,,,,,,
31,ЭкоДом,,,Russia,RUS,,,,,,,,,,,
32,РУСТРОЙ,,,Russia,RUS,,,,,,,,,,,
33,Модульные Дома,,,Russia,RUS,,,,,,,,,,,
34,СтройДом,,,Russia,RUS,,,,,,,,,,,
35,Завод Домов,,,Russia,RUS,,,,,,,,,,,
36,ДомСтрой,,,Russia,RUS,,,,,,,,,,,
37,СК Лидер,,,Russia,RUS,,,,,,,,,,,
38,Канадские дома,,,Russia,RUS,,,,,,,,,,,
39,Свой Дом,,,Russia,RUS,,,,,,,,,,,
40,Загородный Дом,,,Russia,RUS,,,,,,,,,,,
41,МодульСтрой,,,Russia,RUS,,,,,,,,,,,
42,Домкомплект,ООО Домкомплект,"ул. Ленина, д. 10, г. Химки, Московская область, 141400, Россия",Russia,RUS,,,,5.0,50.0,150.0,wood/timber,3000000.0,60000.0,55.913046512712,37.47572739491
43,Ваша Дача,,,Russia,RUS,,,,,,,,,,,
44,ПанельДом,,,Russia,RUS,,,,,,,,,,,
45,КоттеджСтрой,,,Russia,RUS,,,,,,,,,,,
1,Adana Prefab,,,Turkey,TUR,,,,,,,,,,,
2,Çukurova Modular,,,Turkey,TUR,,,,,,,,,,,
3,Adana Yapı,,,Turkey,TUR,,,,,,,,,,,
4,Prefabrik Ev Adana,,,Turkey,TUR,,,,,,,,,,,
5,Modular Homes Adana,,,Turkey,TUR,,,,,,,,,,,
6,Adana Prefabrik,,,Turkey,TUR,,,,,,,,,,,
7,Çukurova Prefab,,,Turkey,TUR,,,,,,,,,,,
8,Adana Modular,,,Turkey,TUR,,,,,,,,,,,
9,Prefabrik Adana,,,Turkey,TUR,,,,,,,,,,,
10,Adana Panelized Homes,,,Turkey,TUR,,,,,,,,,,,
11,Factory-Built Homes Adana,,,Turkey,TUR,,,,,,,,,,,
12,Adana Kit Homes,,,Turkey,TUR,,,,,,,,,,,
13,Adana Manufactured Homes,,,Turkey,TUR,,,,,,,,,,,
14,Adana Construction,,,Turkey,TUR,,,,,,,,,,,
15,Adana Factory Homes,,,Turkey,TUR,,,,,,,,,,,
16,Dora Prefabrik,Dora Prefabrik Yapı İnşaat Sanayi ve Ticaret Limited Şirketi,"İvedik OSB Mah. 1443. Cad. No:21 Yenimahalle, Ankara, Turkey",Turkey,TUR,Ankara,,,15.0,30.0,150.0,steel,50000.0,1500.0,39.985793116496,32.731262414125
17,Karmod Prefabrik,Karmod Prefabrik Yapı Teknolojileri A.Ş.,"Fatih Sultan Mehmet Bulvarı, No: 64, Sincan, Ankara, 06930, Turkey",Turkey,TUR,Ankara,https://www.karmod.com,,25.0,21.0,149.0,steel,45000.0,2000.0,39.96561,32.57659
18,Hekim Holding,Hekim Holding A.Ş.,"Hacı Sabancı Organize Sanayi Bölgesi, Öztaş Caddesi No:1, Saray, Kazan, Ankara, 06980, Turkey",Turkey,TUR,Ankara,https://www.hekimholding.com,,15.0,45.0,200.0,steel,150000.0,3000.0,40.0482,32.6155
19,Vefa Prefabrik,Vefa Prefabrik Yapı Sanayi Ticaret A.Ş.,"Başkent Organize Sanayi Bölgesi, 19. Cadde, No: 33, Malıköy Sincan, Ankara, 06909, Turkey",Turkey,TUR,Ankara,https://www.vefa.com.tr,,,,,steel,,,39.799812096078,32.382776072427
20,Prefabrik Yapı İnşaat,,,Turkey,TUR,,,,,,,,,,,
21,Özge Yapı,,,Turkey,TUR,,https://www.ozgeyapi.com.tr,,,,,,,,,
22,Daf Prefabrik,Daf Prefabrik Yapı Sanayi ve Ticaret Limited Şirketi,"Bağlıca Mahallesi, Fatih Sultan Mehmet Bulvarı No:170, Etimesgut, Ankara, 06790, Turkey",Turkey,TUR,Ankara,,,12.0,50.0,200.0,steel,150000.0,3000.0,39.959902514851,32.671379197613
23,Bungalov Evim,,,Turkey,TUR,,,,,,,,,,,
24,Hekim Yapı,Hekim Yapı A.Ş.,"Hacettepe Mahallesi, 06230 Altındağ, Ankara, Turkey",Turkey,TUR,Ankara,https://www.hekimyapi.com,,,,,composite,,,39.931517,32.862193
25,Ekoyapı Prefabrik,,,Turkey,TUR,,,,,,,,,,,
26,Ak Prefabrik,,,Turkey,TUR,,,,,,,,,,,
27,Aysan Prefabrik,Aysan Prefabrik Yapı Sistemleri Sanayi ve Ticaret Ltd. Şti.,"Ostim Mahallesi, 100. Yıl Bulvarı, No:55, Yenimahalle, Ankara, Turkey",Turkey,TUR,Ankara,,,15.0,40.0,200.0,steel,75000.0,2500.0,39.969895286472,32.745706864049
28,Üçay Mühendislik,Üçay Mühendislik ve Taahhüt A.Ş.,"Kızılırmak Mah. 1443. Cad. No: 17, Çukurambar, Çankaya, Ankara, Turkey",Turkey,TUR,Ankara,https://www.ucay.com.tr,,,,,,,,39.91033670954,32.81132350341
29,Güven Prefabrik,,,Turkey,TUR,,,,,,,,,,,
30,Eko Prefabrik,Eko Prefabrik Yapı İnşaat Sanayi ve Ticaret A.Ş.,"İvedik Organize Sanayi Bölgesi, 1474. Sokak No:139, Yenimahalle, Ankara, Turkey",Turkey,TUR,Ankara,,,12.0,30.0,150.0,steel,75000.0,1500.0,39.99296,32.74677
31,Akdemir Prefabrik,,,Turkey,TUR,,,,,,,,,,,
32,Ekol Prefabrik,Ekol Prefabrik Yapı Sistemleri Sanayi ve Ticaret Limited Şirketi,"Organize Sanayi Bölgesi, 1. Kısım, 3. Cadde, No: 22, Döşemealtı, Antalya, Turkey",Turkey,TUR,Antalya,,,10.0,50.0,200.0,steel,150000.0,3000.0,37.077560989222,30.614872472647
33,Prefabrikyapı,Prefabrikyapı İnşaat Taahhüt Sanayi ve Ticaret A.Ş.,"Akdeniz Sanayi Sitesi, 5006. Sokak No:34, Kepez, Antalya, 07070, Turkey",Turkey,TUR,Antalya,,,15.0,45.0,200.0,steel,120000.0,2500.0,36.92192,30.64249
34,Ant Prefabrik,,,Turkey,TUR,,,,,,,,,,,
35,Kent Prefabrik,,,Turkey,TUR,,https://www.kentprefabrik.com,,,,,,,,,
36,Seçkin Prefabrik,,,Turkey,TUR,,,,,,,,,,,
37,Güven Prefabrik,,,Turkey,TUR,,https://guvenprefabrik.com,,,,,,,,,
38,Ak Prefabrik,Ak Prefabrik İnşaat Sanayi ve Ticaret Ltd. Şti.,"Organize Sanayi Bölgesi 2. Kısım, Antalya, Turkey",Turkey,TUR,Antalya,,,15.0,45.0,150.0,steel,75000.0,1000.0,37.0631812,30.6154348
39,Mega Prefabrik,,,Turkey,TUR,,,,,,,,,,,
40,Beylik Prefabrik,,,Turkey,TUR,,,,,,,,,,,
