id,brand,head_office_legal_name,address,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
323,Avrame,Avrame OÜ,"Punane tn 56, 13619 Tallinn, Estonia",https://www.avrame.com,NaN,11,23.0,120.0,wood,17700.0,650.0
324,Omatalo,Omatalo Eesti OÜ,"Pärnu mnt 139c, Tallinn, 11317, Estonia",https://www.omatalo.ee,NaN,15,80.0,250.0,wood,70000.0,1200.0
325,Ritsu,Ritsu AS,"Tehase 21, Viljandi, 71020, Estonia",https://www.ritsu.ee,NaN,10,50.0,200.0,wood,50000.0,1200.0
326,Matek,AS Matek,"Rukki tee 1, Kumna küla, Harku vald, 76614 Harjumaa, Estonia",https://www.matek.ee,NaN,5,60.0,250.0,wood,80000.0,1500.0
327,Econan,ECONAN OÜ,"Vasara 50, Tallinn, 11415, Estonia",https://econan.ee,NaN,5,30.0,150.0,wood,50000.0,1200.0
328,Saare Erek,Saare Erek AS,"Tallinna 58, Kuressaare, 93818, Estonia",https://www.saare.ee,NaN,5,60.0,200.0,wood,50000.0,1000.0
329,Finnlog,Finnlog OÜ,"Kopli 25, Tallinn, 10412, Estonia",https://www.finnlog.ee,NaN,15,40.0,300.0,wood,50000.0,1200.0
330,Greencube,Greencube OÜ,"Pirni 12, Tallinn, 10617, Estonia",https://greencube.ee,NaN,5,25.0,120.0,wood,30000.0,1500.0
331,Welement,Welement AS,"Suur-Sõjamäe 37A, Tallinn, 11415, Estonia",https://welement.ee,NaN,5,50.0,150.0,CLT,50000.0,1200.0
332,Luxmodul,Luxmodul S.A.,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN
333,Clever Home S.à r.l.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
334,Ecopan S.à r.l.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
335,Bongert Luxmodul,Bongert Luxmodul S.à r.l.,"7 Rue Pierre Federspiel, 1512 Luxembourg, Luxembourg",https://www.luxmodul.com,NaN,5,45.0,150.0,wood,75000.0,1500.0
336,Contern Group,Contern S.A.,"Z.A.E. Triangle Vert, L-5691 Ellange, Luxembourg",https://www.contern.lu,NaN,NaN,NaN,NaN,concrete,NaN,NaN
337,Wooden Homes Luxembourg,Wooden Homes Luxembourg S.A.,"12 Rue de l'Industrie, L-8399 Windhof, Luxembourg",https://www.woodenhomes.lu,NaN,5,80.0,200.0,wood,150000.0,2000.0
338,LuxPrefab,LuxPrefab S.A.,"12 Rue de la Faïencerie, L-1510 Luxembourg, Luxembourg",https://www.luxprefab.eu,NaN,5,45.0,180.0,CLT,75000.0,1800.0
339,EcoLuxHome S.à r.l.,NaN,NaN,NaN,NaN,NaN,nan,nan,NaN,nan,nan
340,Cyprus Prefab Homes Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
341,EcoModular Cyprus,EcoModular Homes Ltd.,"123 Green Road, Nicosia, 1010, Cyprus",https://www.ecomodularcyprus.com,NaN,5,40.0,150.0,wood,50000.0,1200.0
342,Modular Solutions Cyprus,Modular Solutions Cyprus Ltd,null,https://www.modularsolutions.com.cy,NaN,NaN,nan,nan,null,nan,nan
343,Green Prefab Homes Cyprus,Green Prefab Homes Cyprus Ltd.,"123 Green Street, Nicosia, 1010, Cyprus",https://www.greenprefabhomescyprus.com,NaN,5,45.0,150.0,wood,55000.0,1200.0
344,Cyprus Luxury Modular Homes,Cyprus Luxury Modular Homes Ltd,"123 Luxury Lane, Nicosia, 1010, Cyprus",https://www.cyprusluxurymodularhomes.com,NaN,5,50.0,200.0,steel,75000.0,1500.0
345,Sustainable Build Cyprus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
346,EcoPanel Homes Cyprus,EcoPanel Homes Ltd.,"123 Eco Street, Nicosia, 1010, Cyprus",https://www.ecopanelhomescyprus.com,NaN,5,50.0,200.0,composite,50000.0,1000.0
347,Smart Kit Homes Cyprus,Smart Kit Homes Ltd,"123 Example Street, Nicosia, 1010, Cyprus",https://www.smartkithomescyprus.com,NaN,5,60.0,200.0,wood,50000.0,1000.0
348,Cyprus Modular Living,Cyprus Modular Living Ltd.,"123 Example Street, Nicosia, 1010, Cyprus",https://www.cyprusmodularliving.com,NaN,5,45.0,150.0,wood,50000.0,1200.0
349,Cyprus Panelized Homes,Cyprus Panelized Homes Ltd,"123 Example Street, Nicosia, 1010, Cyprus",https://www.cypruspanelizedhomes.com,NaN,5,45.0,150.0,wood,75000.0,1600.0
350,Rubner Haus,Rubner Haus S.p.A.,"Via Nazionale, 4, 39030 Chienes BZ, Italy",https://www.haus.rubner.com/en,NaN,20,60.0,400.0,wood,120000.0,2200.0
